line_number,trans_date_trans_time,merchant,category,amt,gender,city,state,city_pop,job,unix_time,is_fraud,age
11957,2019-11-08 01:48:57,"fraud_Connelly, Reichert and Fritsch",gas_transport,76.0,M,Alton,IA,1700,"Engineer, land",1352339337,0,22
11958,2019-11-08 02:56:36,fraud_Hills-Witting,shopping_net,49.25,M,Mooresville,NC,69793,Control and instrumentation engineer,1352343396,0,71
11959,2019-11-08 03:56:59,fraud_Parisian and Sons,gas_transport,62.6,M,Warren,MI,134056,"Producer, radio",1352347019,0,68
11960,2019-11-08 04:54:43,fraud_Murray-Smitham,grocery_pos,76.34,F,Elberta,MI,372,"Exhibitions officer, museum/gallery",1352350483,0,29
11961,2019-11-08 05:50:35,fraud_VonRueden Group,grocery_net,30.44,M,Bessemer,AL,71463,Radio broadcast assistant,1352353835,0,35
11962,2019-11-08 06:50:30,"fraud_Baumbach, Feeney and Morar",shopping_net,19.86,F,Meredith,CO,61,Public relations account executive,1352357430,0,85
11963,2019-11-08 07:44:29,"fraud_Reilly, Heaney and Cole",gas_transport,67.06,F,Blackville,SC,4913,Technical brewer,1352360669,0,58
11964,2019-11-08 08:40:48,fraud_Prohaska-Murray,gas_transport,49.54,F,Mifflin,PA,1909,Mining engineer,1352364048,0,70
11965,2019-11-08 09:45:51,fraud_Luettgen PLC,gas_transport,90.62,F,Center Tuftonboro,NH,1368,"Optician, dispensing",1352367951,0,53
11966,2019-11-08 10:39:48,fraud_Spinka-Welch,grocery_net,59.51,F,Veedersburg,IN,4049,"Development worker, community",1352371188,0,65
11967,2019-11-08 11:55:54,"fraud_Kutch, Hermiston and Farrell",gas_transport,78.8,F,Spencer,SD,343,"Development worker, international aid",1352375754,0,52
11968,2019-11-08 12:32:49,fraud_Swift PLC,kids_pets,7.15,F,Eldridge,AL,1186,Politician's assistant,1352377969,0,38
11969,2019-11-08 13:10:13,fraud_Lynch-Wisozk,home,76.63,M,Cazenovia,WI,1360,Occupational hygienist,1352380213,0,40
11970,2019-11-08 13:57:56,fraud_Hilpert-Conroy,kids_pets,74.41,M,Wales,AK,145,"Administrator, education",1352383076,0,85
11971,2019-11-08 14:38:34,"fraud_Nienow, Barrows and Romaguera",personal_care,8.61,F,Maysville,KY,14228,Advertising account executive,1352385514,0,53
11972,2019-11-08 15:10:47,fraud_Bednar Group,misc_net,4.45,M,San Antonio,TX,1595797,Land,1352387447,0,29
11973,2019-11-08 15:58:32,fraud_Turner LLC,travel,7.11,F,Centerview,MO,2368,Electronics engineer,1352390312,0,35
11974,2019-11-08 16:34:46,fraud_Rau-Grant,kids_pets,54.78,F,Laguna Hills,CA,45303,Sales executive,1352392486,0,54
11975,2019-11-08 17:18:16,fraud_Pagac LLC,shopping_pos,9.78,F,Achille,OK,608,Seismic interpreter,1352395096,0,31
11976,2019-11-08 18:01:08,"fraud_Fadel, Mertz and Rippin",entertainment,86.36,F,Grandview,TX,5875,"Radiographer, therapeutic",1352397668,0,32
11977,2019-11-08 18:29:34,fraud_Metz-Boehm,shopping_pos,992.56,F,Meridian,TX,2526,Phytotherapist,1352399374,0,54
11978,2019-11-08 19:05:34,fraud_Reynolds-Schinner,misc_pos,77.85,M,Arnold,MO,35439,Land/geomatics surveyor,1352401534,0,39
11979,2019-11-08 19:42:29,fraud_Breitenberg-Hermiston,kids_pets,9.03,M,Hatch,UT,258,Geoscientist,1352403749,0,63
11980,2019-11-08 20:27:16,fraud_O'Hara-Wilderman,food_dining,75.06,M,West Harrison,NY,11250,Lexicographer,1352406436,0,47
11981,2019-11-08 21:00:29,fraud_Hoppe-Parisian,kids_pets,3.35,F,Sutherland,NE,1789,Insurance broker,1352408429,0,42
11982,2019-11-08 21:41:50,fraud_Torphy-Goyette,shopping_pos,5.34,F,Wetmore,MI,765,Immunologist,1352410910,0,52
11983,2019-11-08 22:15:23,fraud_Weimann-Lockman,kids_pets,5.69,M,Dieterich,IL,2092,"Psychologist, clinical",1352412923,0,62
11984,2019-11-08 22:46:57,fraud_Larkin Ltd,kids_pets,67.22,M,Auburn,ME,23045,Tourist information centre manager,1352414817,0,66
11985,2019-11-08 23:18:13,"fraud_Brown, Homenick and Lesch",health_fitness,4.84,F,Saint Paul,MN,753116,Fisheries officer,1352416693,0,53
11986,2019-11-08 23:48:04,fraud_Kutch-Ferry,home,26.83,M,Kenner,LA,68211,"Engineer, petroleum",1352418484,0,83
11987,2019-11-09 00:35:51,fraud_Maggio-Fahey,misc_pos,5.31,M,Arcadia,OH,1202,Curator,1352421351,0,91
11988,2019-11-09 01:19:14,fraud_Padberg-Welch,grocery_pos,140.74,M,Bolton,NC,2290,"Engineer, biomedical",1352423954,0,79
11989,2019-11-09 01:59:44,"fraud_Mosciski, Gislason and Mertz",grocery_pos,70.99,F,Naples,FL,276002,"Pilot, airline",1352426384,0,90
11990,2019-11-09 02:43:51,fraud_Morar Inc,grocery_net,61.66,M,Monmouth Beach,NJ,3279,Health promotion specialist,1352429031,0,46
11991,2019-11-09 03:18:03,"fraud_Jenkins, Hauck and Friesen",gas_transport,53.06,F,Avoca,IA,2036,Engineering geologist,1352431083,0,53
11992,2019-11-09 04:07:32,fraud_Brekke and Sons,gas_transport,74.39,M,Fiddletown,CA,832,Immigration officer,1352434052,0,37
11993,2019-11-09 04:48:47,fraud_Bashirian Group,shopping_net,91.18,M,Burns Flat,OK,2142,Politician's assistant,1352436527,0,48
11994,2019-11-09 05:18:08,"fraud_Willms, Kris and Bergnaum",shopping_pos,305.87,M,Emmons,MN,744,Communications engineer,1352438288,0,56
11995,2019-11-09 05:56:33,fraud_Rempel PLC,grocery_net,52.83,F,Lakeland,FL,237282,Clothing/textile technologist,1352440593,0,45
11996,2019-11-09 06:45:24,fraud_Johns-Hoeger,entertainment,22.66,F,Eugene,OR,191096,"Scientist, physiological",1352443524,0,60
11997,2019-11-09 07:30:11,fraud_Morar Inc,grocery_net,64.16,F,Washington Court House,OH,22305,Television floor manager,1352446211,0,85
11998,2019-11-09 08:10:32,fraud_Rempel Inc,shopping_net,5.13,F,Noonan,ND,248,Industrial/product designer,1352448632,0,56
11999,2019-11-09 08:42:51,fraud_Jewess LLC,shopping_pos,2.31,M,North Augusta,SC,46944,Secondary school teacher,1352450571,0,82
12000,2019-11-09 09:27:28,fraud_Koelpin and Sons,misc_net,105.34,M,Montandon,PA,645,Orthoptist,1352453248,0,50
12001,2019-11-09 10:04:19,"fraud_Lockman, West and Runte",grocery_pos,75.78,M,Greenville,OH,22930,Media planner,1352455459,0,53
12002,2019-11-09 10:44:36,fraud_Wuckert-Walter,grocery_net,39.95,M,Laredo,TX,248858,Video editor,1352457876,0,53
12003,2019-11-09 11:29:04,fraud_Bauch-Raynor,grocery_pos,166.85,F,Laramie,WY,35371,"Pilot, airline",1352460544,0,36
12004,2019-11-09 12:04:49,"fraud_Bahringer, Schoen and Corkery",shopping_pos,4.35,F,Kingsport,TN,87124,Warden/ranger,1352462689,0,37
12005,2019-11-09 12:31:02,fraud_Price Inc,shopping_net,3.12,F,Thomas,WV,836,Forensic psychologist,1352464262,0,43
12006,2019-11-09 12:56:33,"fraud_Metz, Russel and Metz",kids_pets,48.64,M,Collegeville,MN,1536,Farm manager,1352465793,0,43
12007,2019-11-09 13:22:43,fraud_Kub-Heaney,health_fitness,18.58,F,Sebring,FL,50835,Environmental consultant,1352467363,0,38
12008,2019-11-09 13:53:01,fraud_Halvorson Group,misc_pos,2.42,F,Marathon,TX,498,Lexicographer,1352469181,0,34
12009,2019-11-09 14:17:32,"fraud_Bahringer, Bergnaum and Quitzon",home,61.68,F,Dell City,TX,579,Hydrogeologist,1352470652,0,79
12010,2019-11-09 14:43:15,fraud_Rippin-VonRueden,health_fitness,58.11,M,Cochranton,PA,5507,Retail merchandiser,1352472195,0,51
12011,2019-11-09 15:06:14,"fraud_Bins, Balistreri and Beatty",shopping_pos,2.51,F,Avoca,IA,2036,Engineering geologist,1352473574,0,53
12012,2019-11-09 15:33:56,"fraud_Monahan, Bogisich and Ledner",misc_pos,372.03,F,West Sayville,NY,4056,Film/video editor,1352475236,0,34
12013,2019-11-09 15:57:54,fraud_Terry Ltd,home,66.26,M,Wauchula,FL,14742,Teaching laboratory technician,1352476674,0,31
12014,2019-11-09 16:25:52,fraud_Kulas Group,health_fitness,76.17,M,Orr,MN,1680,Horticultural therapist,1352478352,0,48
12015,2019-11-09 16:53:59,fraud_Brown Inc,kids_pets,44.28,M,Meadville,MO,964,Tourist information centre manager,1352480039,0,49
12016,2019-11-09 17:25:00,fraud_Streich Ltd,home,31.88,F,Gibsonville,NC,12486,Arboriculturist,1352481900,0,90
12017,2019-11-09 17:53:07,fraud_Barton Inc,grocery_pos,96.98,F,Ranier,MN,136,Ceramics designer,1352483587,0,24
12018,2019-11-09 18:17:31,fraud_Rolfson-Kunde,personal_care,16.54,F,Spencer,SD,343,"Development worker, international aid",1352485051,0,52
12019,2019-11-09 18:45:50,"fraud_Romaguera, Wehner and Tromp",kids_pets,24.05,F,Lake Oswego,OR,42817,Planning and development surveyor,1352486750,0,42
12020,2019-11-09 19:13:12,fraud_Morissette LLC,entertainment,76.17,F,Meridian,TX,2526,Phytotherapist,1352488392,0,54
12021,2019-11-09 19:37:11,fraud_Jacobi Inc,health_fitness,45.7,F,Tupper Lake,NY,6120,Chartered loss adjuster,1352489831,0,48
12022,2019-11-09 20:02:30,fraud_Gleason and Sons,kids_pets,18.11,F,Altona,NY,2148,"Surveyor, land/geomatics",1352491350,0,71
12023,2019-11-09 20:33:57,fraud_Pouros-Haag,shopping_pos,3.94,M,Grant,AL,5901,Curator,1352493237,0,52
12024,2019-11-09 21:00:04,fraud_Osinski Inc,personal_care,80.05,F,Washington Court House,OH,22305,Television floor manager,1352494804,0,85
12025,2019-11-09 21:27:48,fraud_Dooley Inc,shopping_pos,7.82,F,Lomax,IL,725,Environmental consultant,1352496468,0,52
12026,2019-11-09 21:53:27,fraud_Kertzmann LLC,health_fitness,66.11,F,Grassflat,PA,489,Pension scheme manager,1352498007,0,68
12027,2019-11-09 22:21:31,fraud_Little Ltd,kids_pets,30.1,F,Bowersville,OH,338,Quantity surveyor,1352499691,0,36
12028,2019-11-09 22:45:59,fraud_Stark-Koss,home,68.02,M,Harper,TX,2395,"Pharmacist, community",1352501159,0,31
12029,2019-11-09 23:09:36,"fraud_Hahn, Douglas and Schowalter",travel,8.83,F,Wetmore,MI,765,Immunologist,1352502576,0,52
12030,2019-11-09 23:37:07,fraud_Stark-Koss,home,29.87,F,Roosevelt,OK,551,Amenity horticulturist,1352504227,0,54
12031,2019-11-10 00:14:05,"fraud_Wiza, Schaden and Stark",misc_pos,108.24,F,Maysville,KY,14228,Advertising account executive,1352506445,0,53
12032,2019-11-10 00:44:03,fraud_Spinka-Welch,grocery_net,51.13,M,Ravenna,NE,2202,"Solicitor, Scotland",1352508243,0,50
12033,2019-11-10 01:23:03,fraud_Berge LLC,gas_transport,63.95,M,Mesa,ID,129,Cartographer,1352510583,0,59
12034,2019-11-10 01:55:45,fraud_Brekke and Sons,gas_transport,73.0,F,Corsica,PA,1274,Maintenance engineer,1352512545,0,75
12035,2019-11-10 02:29:22,fraud_Eichmann-Russel,misc_pos,118.37,M,Mooresville,NC,69793,Control and instrumentation engineer,1352514562,0,71
12036,2019-11-10 03:08:12,fraud_Kunde-Sanford,misc_net,5.55,M,Varnell,GA,74,Pensions consultant,1352516892,0,80
12037,2019-11-10 03:41:10,fraud_Bradtke PLC,grocery_pos,224.78,F,Fort Myers,FL,224256,Paramedic,1352518870,0,39
12038,2019-11-10 04:23:22,fraud_Cummings LLC,gas_transport,76.02,M,Parsonsfield,ME,1892,Audiological scientist,1352521402,0,68
12039,2019-11-10 05:04:49,fraud_Torp-Labadie,gas_transport,75.28,M,Graniteville,VT,970,Agricultural consultant,1352523889,0,31
12040,2019-11-10 05:42:37,fraud_Rempel Inc,shopping_net,92.71,M,Orr,MN,1680,Horticultural therapist,1352526157,0,48
12041,2019-11-10 06:14:01,fraud_Hamill-Daugherty,misc_net,3.37,M,Minnesota Lake,MN,1087,Music tutor,1352528041,0,61
12042,2019-11-10 06:50:42,"fraud_Streich, Dietrich and Barton",shopping_net,88.64,M,Orr,MN,1680,Horticultural therapist,1352530242,0,48
12043,2019-11-10 07:34:36,fraud_Roberts-Beahan,misc_pos,7.27,F,Colton,WA,761,Chief Marketing Officer,1352532876,0,81
12044,2019-11-10 08:01:59,fraud_Miller-Hauck,grocery_pos,100.77,F,North Prairie,WI,2328,Applications developer,1352534519,0,82
12045,2019-11-10 08:31:11,fraud_Schamberger-O'Keefe,grocery_pos,104.14,M,Watertown,MN,5619,Licensed conveyancer,1352536271,0,65
12046,2019-11-10 09:03:18,"fraud_Kihn, Abernathy and Douglas",shopping_net,90.07,M,Grand Junction,TN,1804,Clothing/textile technologist,1352538198,0,50
12047,2019-11-10 09:43:26,"fraud_Bernier, Streich and Jewess",grocery_net,82.61,M,Riverton,WY,19408,"Lecturer, higher education",1352540606,0,31
12048,2019-11-10 10:15:39,fraud_Williamson LLC,misc_pos,9.53,F,Hawley,MN,4508,Naval architect,1352542539,0,75
12049,2019-11-10 10:55:23,fraud_Marks Inc,gas_transport,43.54,M,Mallie,KY,798,Facilities manager,1352544923,0,98
12050,2019-11-10 11:36:08,fraud_McKenzie-Huels,food_dining,349.93,F,Belle Fourche,SD,8007,Hospital pharmacist,1352547368,0,84
12051,2019-11-10 12:03:16,fraud_Schaefer Ltd,kids_pets,26.62,F,Ash Flat,AR,2856,Hydrologist,1352548996,0,98
12052,2019-11-10 12:24:10,fraud_Skiles LLC,home,73.91,F,Scotts Mills,OR,1252,"Engineer, petroleum",1352550250,0,87
12053,2019-11-10 12:47:20,fraud_Powlowski-Weimann,food_dining,44.92,F,Armagh,PA,922,Early years teacher,1352551640,0,52
12054,2019-11-10 13:10:07,fraud_Kassulke Inc,entertainment,36.13,F,Scotia,SC,302,Magazine features editor,1352553007,0,51
12055,2019-11-10 13:37:53,fraud_Stark-Batz,entertainment,8.82,F,Heart Butte,MT,743,Water engineer,1352554673,0,52
12056,2019-11-10 14:05:06,"fraud_Reichert, Rowe and Mraz",shopping_net,13.1,F,Plainfield,NJ,71485,Leisure centre manager,1352556306,0,50
12057,2019-11-10 14:24:42,fraud_Kutch-Ferry,home,67.49,F,Annapolis,MD,92106,"Accountant, chartered certified",1352557482,0,81
12058,2019-11-10 14:49:08,fraud_Boyer-Reichert,shopping_net,8.89,F,Reynolds,ND,733,Visual merchandiser,1352558948,0,30
12059,2019-11-10 15:13:01,fraud_Windler LLC,kids_pets,19.48,F,Superior,AZ,2872,Petroleum engineer,1352560381,0,37
12060,2019-11-10 15:39:04,"fraud_Prosacco, Kreiger and Kovacek",home,2.66,F,North Washington,PA,139,Patent attorney,1352561944,0,70
12061,2019-11-10 16:03:36,fraud_Little Ltd,kids_pets,42.82,M,Acworth,NH,477,Naval architect,1352563416,0,36
12062,2019-11-10 16:23:56,fraud_Kris-Padberg,shopping_pos,988.59,M,Des Moines,IA,222785,Interior and spatial designer,1352564636,0,43
12063,2019-11-10 16:45:32,fraud_Upton PLC,entertainment,50.21,F,Houston,TX,2906700,Animator,1352565932,0,41
12064,2019-11-10 17:10:05,"fraud_Runolfsdottir, Mueller and Hand",entertainment,35.92,M,Pikesville,MD,33917,Company secretary,1352567405,0,47
12065,2019-11-10 17:34:24,fraud_Bechtelar-Rippin,food_dining,75.27,F,Lowville,NY,8830,Theme park manager,1352568864,0,33
12066,2019-11-10 17:52:29,fraud_Maggio-Fahey,misc_pos,1.64,F,Wheaton,MO,760,Production manager,1352569949,0,39
12067,2019-11-10 18:14:57,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1083.77,M,Kissee Mills,MO,1201,"Engineer, agricultural",1352571297,1,44
12068,2019-11-10 18:33:52,fraud_Barton LLC,kids_pets,231.33,M,Andrews,NC,5354,Retail buyer,1352572432,0,59
12069,2019-11-10 18:57:30,fraud_Brown-Greenholt,entertainment,7.61,M,Port Richey,FL,42619,Environmental education officer,1352573850,0,49
12070,2019-11-10 19:16:23,fraud_Reilly LLC,home,32.56,F,Sebring,FL,50835,Environmental consultant,1352574983,0,38
12071,2019-11-10 19:39:35,"fraud_Windler, Goodwin and Kovacek",home,35.97,M,Honokaa,HI,4878,Physiotherapist,1352576375,0,58
12072,2019-11-10 20:01:29,fraud_McCullough LLC,misc_pos,41.98,F,Shields,ND,77,Film/video editor,1352577689,0,34
12073,2019-11-10 20:28:43,fraud_Thompson-Gleason,health_fitness,129.79,M,New Holstein,WI,5196,Child psychotherapist,1352579323,0,46
12074,2019-11-10 20:54:21,fraud_Conroy-Emard,food_dining,22.15,F,Lahoma,OK,1078,"Programme researcher, broadcasting/film/video",1352580861,0,72
12075,2019-11-10 21:20:18,fraud_Kozey-McDermott,travel,4.52,M,Malad City,ID,4154,Nature conservation officer,1352582418,0,62
12076,2019-11-10 21:46:07,fraud_Lemke-Gutmann,shopping_net,2.73,F,Allentown,PA,166081,"Scientist, research (maths)",1352583967,0,26
12077,2019-11-10 22:12:31,fraud_Schmidt-Larkin,home,80.05,M,Fort Washakie,WY,1645,Freight forwarder,1352585551,0,48
12078,2019-11-10 22:31:12,"fraud_Larkin, Stracke and Greenfelder",entertainment,20.88,M,Lolita,TX,911,Archaeologist,1352586672,0,54
12079,2019-11-10 22:49:46,fraud_Greenholt Ltd,health_fitness,65.62,M,Andrews,NC,5354,Retail buyer,1352587786,0,59
12080,2019-11-10 23:14:08,fraud_Padberg-Sauer,home,108.09,M,Atlantic,VA,741,"Geologist, engineering",1352589248,0,38
12081,2019-11-10 23:34:56,"fraud_Welch, Rath and Koepp",entertainment,47.52,F,Plainfield,NJ,71485,Leisure centre manager,1352590496,0,50
12082,2019-11-11 00:01:45,fraud_Predovic Inc,shopping_net,103.58,M,Pointe Aux Pins,MI,95,Electrical engineer,1352592105,0,30
12083,2019-11-11 00:31:50,fraud_Bernhard Inc,gas_transport,47.07,F,Utica,MO,271,Land/geomatics surveyor,1352593910,0,52
12084,2019-11-11 01:02:55,fraud_Lesch Ltd,shopping_pos,130.29,M,Acworth,NH,477,Naval architect,1352595775,0,36
12085,2019-11-11 01:39:51,fraud_Bins-Rice,gas_transport,61.72,F,Altonah,UT,302,"Sales professional, IT",1352597991,0,34
12086,2019-11-11 02:17:55,fraud_Kiehn-Emmerich,grocery_pos,202.83,F,Phenix City,AL,59744,Chemical engineer,1352600275,0,40
12087,2019-11-11 02:57:00,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,8.14,F,Newhall,CA,34882,Health physicist,1352602620,0,53
12088,2019-11-11 03:32:22,fraud_Pacocha-O'Reilly,grocery_pos,160.63,M,Weeping Water,NE,1517,Dealer,1352604742,0,73
12089,2019-11-11 04:10:38,fraud_Bailey-Morar,grocery_pos,56.74,F,Thrall,TX,1766,Press sub,1352607038,0,48
12090,2019-11-11 05:00:49,"fraud_Bernier, Streich and Jewess",grocery_net,53.06,M,West Harrison,NY,11250,Lexicographer,1352610049,0,47
12091,2019-11-11 05:39:26,fraud_Cruickshank-Mills,entertainment,10.28,F,Queenstown,MD,3862,Maintenance engineer,1352612366,0,62
12092,2019-11-11 06:17:56,"fraud_Gottlieb, Considine and Schultz",shopping_net,3.56,M,Paint Rock,AL,653,Paediatric nurse,1352614676,0,58
12093,2019-11-11 06:57:24,fraud_Deckow-Dare,food_dining,18.36,M,Waukesha,WI,95015,"Therapist, occupational",1352617044,0,78
12094,2019-11-11 07:31:01,"fraud_Lehner, Mosciski and King",misc_net,32.21,F,Rock Springs,WY,27971,Music therapist,1352619061,0,40
12095,2019-11-11 08:06:54,fraud_Emard Inc,gas_transport,66.61,M,Bryant,WI,1080,Information systems manager,1352621214,0,45
12096,2019-11-11 08:42:04,"fraud_Rowe, Batz and Goodwin",grocery_pos,101.66,M,Livonia,MI,96942,Horticultural consultant,1352623324,0,59
12097,2019-11-11 09:30:27,fraud_Deckow-O'Conner,grocery_pos,97.78,M,Linthicum Heights,MD,9784,"Conservator, furniture",1352626227,0,100
12098,2019-11-11 10:04:46,fraud_Kuvalis Ltd,gas_transport,40.57,M,Amsterdam,OH,2208,Mental health nurse,1352628286,0,63
12099,2019-11-11 10:45:03,fraud_Parisian and Sons,gas_transport,81.25,M,Prairie Creek,IN,137,Materials engineer,1352630703,0,57
12100,2019-11-11 11:33:52,fraud_Jacobi and Sons,shopping_pos,9.69,F,Naples,FL,276002,"Pilot, airline",1352633632,0,90
12101,2019-11-11 12:06:52,"fraud_Roob, Conn and Tremblay",shopping_pos,169.23,F,Edisto Island,SC,2408,"Sales professional, IT",1352635612,0,27
12102,2019-11-11 12:26:27,"fraud_Turner, Ruecker and Parisian",misc_pos,37.13,M,Naples,FL,276002,"Programme researcher, broadcasting/film/video",1352636787,0,45
12103,2019-11-11 12:55:36,fraud_Ernser-Lynch,food_dining,61.34,M,Atlantic,VA,741,"Geologist, engineering",1352638536,0,38
12104,2019-11-11 13:18:33,fraud_Boyer-Haley,travel,3.92,M,Hartford,AL,5732,Jewellery designer,1352639913,0,79
12105,2019-11-11 13:40:02,"fraud_Walter, Hettinger and Kessler",personal_care,69.23,F,Keisterville,PA,184,Systems developer,1352641202,0,79
12106,2019-11-11 14:04:55,fraud_Ratke and Sons,health_fitness,66.53,M,Ashfield,MA,1506,"Production assistant, radio",1352642695,0,64
12107,2019-11-11 14:29:11,"fraud_Hahn, Bahringer and McLaughlin",personal_care,33.62,F,Bagley,WI,878,Risk analyst,1352644151,0,50
12108,2019-11-11 14:49:38,fraud_Hills-Boyer,personal_care,82.14,M,Moab,UT,9772,Location manager,1352645378,0,35
12109,2019-11-11 15:16:23,fraud_Kuhn Group,food_dining,2.42,F,Scotia,SC,302,Magazine features editor,1352646983,0,51
12110,2019-11-11 15:42:54,"fraud_Lubowitz, Terry and Stracke",personal_care,60.12,M,Greenview,CA,308,Call centre manager,1352648574,0,66
12111,2019-11-11 16:04:38,fraud_Labadie LLC,personal_care,84.47,M,Wittenberg,WI,3223,Senior tax professional/tax inspector,1352649878,0,70
12112,2019-11-11 16:29:28,fraud_Daugherty-Thompson,food_dining,11.32,M,Shrewsbury,MA,35299,English as a second language teacher,1352651368,0,49
12113,2019-11-11 16:51:23,fraud_Schoen-Quigley,kids_pets,64.17,M,Paint Rock,AL,653,Paediatric nurse,1352652683,0,58
12114,2019-11-11 17:17:01,fraud_Erdman-Ebert,personal_care,59.42,F,Clifton,SC,167,Museum/gallery conservator,1352654221,0,36
12115,2019-11-11 17:41:04,fraud_Ernser-Lynch,food_dining,8.59,F,Mc Clellandtown,PA,2379,"Sales professional, IT",1352655664,0,53
12116,2019-11-11 18:04:47,fraud_Jacobi Inc,health_fitness,25.7,F,Meredith,CO,61,Public relations account executive,1352657087,0,85
12117,2019-11-11 18:27:10,fraud_Morissette PLC,shopping_pos,113.03,F,Deane,KY,230,"Conservation officer, historic buildings",1352658430,0,27
12118,2019-11-11 18:51:26,fraud_Kihn-Fritsch,food_dining,17.45,M,Bronx,NY,1382480,"Therapist, drama",1352659886,0,34
12119,2019-11-11 19:15:04,fraud_Torphy-Goyette,shopping_pos,3.07,F,Munith,MI,2523,Geophysicist/field seismologist,1352661304,0,36
12120,2019-11-11 19:38:29,fraud_Abernathy and Sons,food_dining,27.51,F,Rocky Mount,MO,1847,Tax inspector,1352662709,0,36
12121,2019-11-11 20:00:46,fraud_Thompson-Gleason,health_fitness,30.4,F,Eugene,OR,191096,"Scientist, physiological",1352664046,0,60
12122,2019-11-11 20:26:40,"fraud_Fadel, Mertz and Rippin",entertainment,589.97,F,Lahoma,OK,1078,"Programme researcher, broadcasting/film/video",1352665600,1,72
12123,2019-11-11 20:52:15,fraud_Berge-Hills,kids_pets,10.93,F,Uledi,PA,328,Tree surgeon,1352667135,0,41
12124,2019-11-11 21:15:04,fraud_Beier and Sons,home,186.7,F,Sherman,TX,46563,Systems developer,1352668504,0,54
12125,2019-11-11 21:34:27,fraud_Nienow PLC,entertainment,254.75,F,Sun City,CA,54287,"Designer, exhibition/display",1352669667,0,52
12126,2019-11-11 21:58:59,fraud_Fritsch LLC,travel,6.63,F,Independence,MO,123373,"Engineer, production",1352671139,0,32
12127,2019-11-11 22:23:08,"fraud_Bahringer, Bergnaum and Quitzon",home,6.33,F,Florence,MS,19685,Fine artist,1352672588,0,39
12128,2019-11-11 22:45:56,fraud_Shields-Wunsch,health_fitness,75.7,M,Bridger,MT,1446,Chartered loss adjuster,1352673956,0,46
12129,2019-11-11 23:07:46,fraud_Bode-Rempel,kids_pets,28.41,M,Mount Perry,OH,1831,Barrister's clerk,1352675266,0,71
12130,2019-11-11 23:32:25,"fraud_Haley, Batz and Auer",health_fitness,133.67,F,Carlotta,CA,1139,"Therapist, occupational",1352676745,0,73
12131,2019-11-11 23:53:57,fraud_Streich Ltd,home,66.11,M,Cokeburg,PA,632,Dealer,1352678037,0,35
12132,2019-11-12 01:02:15,fraud_Huel Ltd,misc_net,3.84,F,Independence,MO,123373,"Engineer, production",1352682135,0,32
12133,2019-11-12 02:14:49,fraud_Kemmer-Reinger,grocery_net,86.64,F,Hinckley,OH,7646,Medical sales representative,1352686489,0,36
12134,2019-11-12 03:41:08,fraud_Kutch and Sons,grocery_pos,76.73,F,Scotia,SC,302,Magazine features editor,1352691668,0,51
12135,2019-11-12 04:56:57,fraud_Koss and Sons,gas_transport,57.61,F,Fordoche,LA,1178,Community education officer,1352696217,0,73
12136,2019-11-12 06:17:47,fraud_Lockman Ltd,grocery_pos,203.67,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",1352701067,0,47
12137,2019-11-12 07:46:05,fraud_Koepp-Witting,grocery_pos,129.15,F,Campbell,NE,493,"Surveyor, minerals",1352706365,0,84
12138,2019-11-12 09:12:35,fraud_Marks Inc,gas_transport,93.92,M,Detroit,MI,673342,Broadcast presenter,1352711555,0,55
12139,2019-11-12 10:38:04,fraud_Pacocha-O'Reilly,grocery_pos,80.59,F,Paxton,MA,4845,Accounting technician,1352716684,0,98
12140,2019-11-12 11:52:32,fraud_Luettgen PLC,gas_transport,52.51,F,Cromona,KY,502,Chief Financial Officer,1352721152,0,64
12141,2019-11-12 12:54:21,fraud_Pollich LLC,home,82.89,M,Oak Hill,NY,277,Glass blower/designer,1352724861,0,53
12142,2019-11-12 13:39:21,fraud_Abbott-Steuber,personal_care,137.08,F,Baton Rouge,LA,378909,"Designer, furniture",1352727561,0,47
12143,2019-11-12 14:28:12,fraud_Padberg-Rogahn,entertainment,32.3,F,Joliet,IL,128354,"Teacher, secondary school",1352730492,0,32
12144,2019-11-12 15:19:28,"fraud_Bahringer, Schoen and Corkery",shopping_pos,28.76,M,Morrisdale,PA,3688,Advice worker,1352733568,0,51
12145,2019-11-12 16:05:22,fraud_Johns Inc,entertainment,181.72,M,Hudson,NY,17867,Travel agency manager,1352736322,0,26
12146,2019-11-12 16:46:51,fraud_Bogisich-Weimann,kids_pets,44.14,F,North Washington,PA,139,Patent attorney,1352738811,0,70
12147,2019-11-12 17:31:08,fraud_Collier LLC,home,11.39,M,Moorhead,MS,2870,Chartered public finance accountant,1352741468,0,25
12148,2019-11-12 18:28:14,fraud_Terry Ltd,home,9.19,F,Plymouth,CT,2376,Herpetologist,1352744894,0,51
12149,2019-11-12 19:08:15,fraud_Marvin-Lind,personal_care,99.76,F,Goodrich,MI,6951,Learning disability nurse,1352747295,0,39
12150,2019-11-12 19:50:33,fraud_Hammes-Beatty,kids_pets,29.74,F,Manistique,MI,6469,Trade mark attorney,1352749833,0,45
12151,2019-11-12 20:28:57,fraud_Spencer PLC,entertainment,73.73,M,Saint Bonaventure,NY,1453,Toxicologist,1352752137,0,50
